monster_id,asset_label,csv_name,csv_element,csv_rarity,is_boss,source_sheet,tile_index,image2_output_expected,final_runtime_path,status,note
enemy_011,enemy_011_dark,暗幽灵,dark,1,false,ChatGPT Image 2026年5月20日 18_15_02 (1).png,10,enemy_011_dark.png,assets/images/battle/monsters/enemy_011_dark.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
enemy_012,enemy_012_thunder,雷球,thunder,1,false,ChatGPT Image 2026年5月20日 18_15_02 (1).png,11,enemy_012_thunder.png,assets/images/battle/monsters/enemy_012_thunder.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
enemy_013,enemy_013_light,光球,light,1,false,ChatGPT Image 2026年5月20日 18_15_02 (1).png,12,enemy_013_light.png,assets/images/battle/monsters/enemy_013_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
enemy_014,enemy_014_thunder,雷鹰,thunder,1,false,ChatGPT Image 2026年5月20日 18_15_02 (1).png,13,enemy_014_thunder.png,assets/images/battle/monsters/enemy_014_thunder.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
enemy_015,enemy_015_light,光蝶,light,1,false,ChatGPT Image 2026年5月20日 18_15_02 (1).png,14,enemy_015_light.png,assets/images/battle/monsters/enemy_015_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
enemy_016,enemy_016_thunder,雷光元素,thunder,1,false,ChatGPT Image 2026年5月20日 18_15_02 (1).png,15,enemy_016_thunder.png,assets/images/battle/monsters/enemy_016_thunder.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
enemy_017,enemy_017_ice,冰晶怪,ice,1,false,ChatGPT Image 2026年5月20日 18_15_02 (1).png,16,enemy_017_ice.png,assets/images/battle/monsters/enemy_017_ice.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
enemy_018,enemy_018_ice,霜雪狼,ice,1,false,ChatGPT Image 2026年5月20日 18_15_02 (1).png,17,enemy_018_ice.png,assets/images/battle/monsters/enemy_018_ice.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
enemy_019,enemy_019_ice,冰幽灵,ice,1,false,ChatGPT Image 2026年5月20日 18_15_02 (1).png,18,enemy_019_ice.png,assets/images/battle/monsters/enemy_019_ice.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
enemy_020,enemy_020_ice,极地熊,ice,1,false,ChatGPT Image 2026年5月20日 18_15_02 (1).png,19,enemy_020_ice.png,assets/images/battle/monsters/enemy_020_ice.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
enemy_021,enemy_021_ice,冰翼龙,ice,1,false,ChatGPT Image 2026年5月20日 18_15_02 (1).png,20,enemy_021_ice.png,assets/images/battle/monsters/enemy_021_ice.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
enemy_043,enemy_043_light,光耀幽灵,light,1,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,0,enemy_043_light.png,assets/images/battle/monsters/enemy_043_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
enemy_044,enemy_044_light,光耀祭司,light,1,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,1,enemy_044_light.png,assets/images/battle/monsters/enemy_044_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
enemy_045,enemy_045_light,光蚀兽,light,1,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,2,enemy_045_light.png,assets/images/battle/monsters/enemy_045_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
enemy_046,enemy_046_light,光耀元素,light,1,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,3,enemy_046_light.png,assets/images/battle/monsters/enemy_046_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_008,monster_008_grass,妙蛙草,grass,3,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,4,monster_008_grass.png,assets/images/battle/monsters/monster_008_grass.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_009,monster_009_thunder,雷丘,thunder,3,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,5,monster_009_thunder.png,assets/images/battle/monsters/monster_009_thunder.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_010,monster_010_light,光耀兽,light,3,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,6,monster_010_light.png,assets/images/battle/monsters/monster_010_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_011,monster_011_water,冰鳞兽,water,2,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,7,monster_011_water.png,assets/images/battle/monsters/monster_011_water.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_012,monster_012_water,冰甲龙,water,3,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,8,monster_012_water.png,assets/images/battle/monsters/monster_012_water.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_013,monster_013_earth,岩甲龙,earth,3,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,9,monster_013_earth.png,assets/images/battle/monsters/monster_013_earth.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_014,monster_014_earth,山岭龙,earth,4,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,10,monster_014_earth.png,assets/images/battle/monsters/monster_014_earth.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_015,monster_015_wind,风羽鹰,wind,2,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,11,monster_015_wind.png,assets/images/battle/monsters/monster_015_wind.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_016,monster_016_wind,苍穹鹰,wind,3,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,12,monster_016_wind.png,assets/images/battle/monsters/monster_016_wind.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_018,monster_018_dark,幽冥虎,dark,4,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,13,monster_018_dark.png,assets/images/battle/monsters/monster_018_dark.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_019,monster_019_light,圣光雀,light,3,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,14,monster_019_light.png,assets/images/battle/monsters/monster_019_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_020,monster_020_light,天使兽,light,4,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,15,monster_020_light.png,assets/images/battle/monsters/monster_020_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_021,monster_021_dark,暗夜蝠,dark,2,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,16,monster_021_dark.png,assets/images/battle/monsters/monster_021_dark.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_022,monster_022_dark,暗翼魔,dark,3,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,17,monster_022_dark.png,assets/images/battle/monsters/monster_022_dark.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_023,monster_023_dark,毒蛛王,dark,3,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,18,monster_023_dark.png,assets/images/battle/monsters/monster_023_dark.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_024,monster_024_dark,剧毒蛛后,dark,4,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,19,monster_024_dark.png,assets/images/battle/monsters/monster_024_dark.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_025,monster_025_thunder,雷翼龙,thunder,2,false,ChatGPT Image 2026年5月20日 18_13_53 (3).png,20,monster_025_thunder.png,assets/images/battle/monsters/monster_025_thunder.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_026,monster_026_thunder,雷鸣龙,thunder,3,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,0,monster_026_thunder.png,assets/images/battle/monsters/monster_026_thunder.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_027,monster_027_light,光辉兽,light,2,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,1,monster_027_light.png,assets/images/battle/monsters/monster_027_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_028,monster_028_light,圣光龙,light,3,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,2,monster_028_light.png,assets/images/battle/monsters/monster_028_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_029,monster_029_thunder,雷光兽,thunder,3,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,3,monster_029_thunder.png,assets/images/battle/monsters/monster_029_thunder.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_030,monster_030_thunder,雷霆圣龙,thunder,4,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,4,monster_030_thunder.png,assets/images/battle/monsters/monster_030_thunder.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_031,monster_031_light,光明天使,light,3,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,5,monster_031_light.png,assets/images/battle/monsters/monster_031_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_032,monster_032_light,神圣巨龙,light,4,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,6,monster_032_light.png,assets/images/battle/monsters/monster_032_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_033,monster_033_ice,冰晶兽,ice,2,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,7,monster_033_ice.png,assets/images/battle/monsters/monster_033_ice.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_034,monster_034_ice,冰晶龙,ice,3,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,8,monster_034_ice.png,assets/images/battle/monsters/monster_034_ice.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_035,monster_035_ice,霜狼,ice,2,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,9,monster_035_ice.png,assets/images/battle/monsters/monster_035_ice.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_036,monster_036_ice,寒霜狼王,ice,3,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,10,monster_036_ice.png,assets/images/battle/monsters/monster_036_ice.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_037,monster_037_ice,雪狐,ice,2,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,11,monster_037_ice.png,assets/images/battle/monsters/monster_037_ice.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_038,monster_038_ice,冰霜妖狐,ice,3,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,12,monster_038_ice.png,assets/images/battle/monsters/monster_038_ice.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_039,monster_039_ice,寒龟,ice,2,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,13,monster_039_ice.png,assets/images/battle/monsters/monster_039_ice.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_040,monster_040_ice,极地冰龟,ice,3,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,14,monster_040_ice.png,assets/images/battle/monsters/monster_040_ice.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_041,monster_041_ice,冰龙,ice,3,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,15,monster_041_ice.png,assets/images/battle/monsters/monster_041_ice.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_042,monster_042_ice,霜翼龙,ice,4,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,16,monster_042_ice.png,assets/images/battle/monsters/monster_042_ice.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_043,monster_043_void,虚影兽,void,2,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,17,monster_043_void.png,assets/images/battle/monsters/monster_043_void.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_044,monster_044_void,虚影魔,void,3,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,18,monster_044_void.png,assets/images/battle/monsters/monster_044_void.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_045,monster_045_void,噬魂虫,void,2,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,19,monster_045_void.png,assets/images/battle/monsters/monster_045_void.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_046,monster_046_void,噬魂蛾,void,3,false,ChatGPT Image 2026年5月20日 18_13_53 (4).png,20,monster_046_void.png,assets/images/battle/monsters/monster_046_void.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_047,monster_047_void,虚空幼龙,void,3,false,ChatGPT Image 2026年5月20日 18_13_53 (5).png,0,monster_047_void.png,assets/images/battle/monsters/monster_047_void.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_048,monster_048_void,虚空巨龙,void,4,false,ChatGPT Image 2026年5月20日 18_13_53 (5).png,1,monster_048_void.png,assets/images/battle/monsters/monster_048_void.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_049,monster_049_temporal,时空狼,temporal,2,false,ChatGPT Image 2026年5月20日 18_13_53 (5).png,2,monster_049_temporal.png,assets/images/battle/monsters/monster_049_temporal.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_050,monster_050_temporal,时空狼王,temporal,3,false,ChatGPT Image 2026年5月20日 18_13_53 (5).png,3,monster_050_temporal.png,assets/images/battle/monsters/monster_050_temporal.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_051,monster_051_temporal,时空幼龙,temporal,3,false,ChatGPT Image 2026年5月20日 18_13_53 (5).png,4,monster_051_temporal.png,assets/images/battle/monsters/monster_051_temporal.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_052,monster_052_temporal,时空巨龙,temporal,4,false,ChatGPT Image 2026年5月20日 18_13_53 (5).png,5,monster_052_temporal.png,assets/images/battle/monsters/monster_052_temporal.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_053,monster_053_temporal,时空狐,temporal,2,false,ChatGPT Image 2026年5月20日 18_13_53 (5).png,6,monster_053_temporal.png,assets/images/battle/monsters/monster_053_temporal.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_054,monster_054_temporal,时空妖狐,temporal,3,false,ChatGPT Image 2026年5月20日 18_13_53 (5).png,7,monster_054_temporal.png,assets/images/battle/monsters/monster_054_temporal.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_055,monster_055_star,星耀狼,star,2,false,ChatGPT Image 2026年5月20日 18_13_53 (5).png,8,monster_055_star.png,assets/images/battle/monsters/monster_055_star.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_056,monster_056_star,星耀狼王,star,3,false,ChatGPT Image 2026年5月20日 18_13_53 (5).png,9,monster_056_star.png,assets/images/battle/monsters/monster_056_star.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_057,monster_057_star,星耀幼龙,star,3,false,ChatGPT Image 2026年5月20日 18_13_53 (5).png,10,monster_057_star.png,assets/images/battle/monsters/monster_057_star.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_058,monster_058_star,星耀巨龙,star,4,false,ChatGPT Image 2026年5月20日 18_13_53 (5).png,11,monster_058_star.png,assets/images/battle/monsters/monster_058_star.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_059,monster_059_star,星耀狐,star,2,false,ChatGPT Image 2026年5月20日 18_13_53 (5).png,12,monster_059_star.png,assets/images/battle/monsters/monster_059_star.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_060,monster_060_star,星耀妖狐,star,3,false,ChatGPT Image 2026年5月20日 18_13_53 (5).png,13,monster_060_star.png,assets/images/battle/monsters/monster_060_star.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_061,monster_061_chaos,混沌狼,chaos,2,false,ChatGPT Image 2026年5月20日 18_13_53 (5).png,14,monster_061_chaos.png,assets/images/battle/monsters/monster_061_chaos.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_062,monster_062_chaos,混沌狼王,chaos,3,false,ChatGPT Image 2026年5月20日 18_13_53 (5).png,15,monster_062_chaos.png,assets/images/battle/monsters/monster_062_chaos.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_063,monster_063_chaos,混沌幼龙,chaos,3,false,ChatGPT Image 2026年5月20日 18_13_53 (5).png,16,monster_063_chaos.png,assets/images/battle/monsters/monster_063_chaos.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_064,monster_064_chaos,混沌巨龙,chaos,4,false,ChatGPT Image 2026年5月20日 18_13_53 (5).png,17,monster_064_chaos.png,assets/images/battle/monsters/monster_064_chaos.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_065,monster_065_chaos,混沌狐,chaos,2,false,ChatGPT Image 2026年5月20日 18_13_53 (5).png,18,monster_065_chaos.png,assets/images/battle/monsters/monster_065_chaos.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_066,monster_066_chaos,混沌妖狐,chaos,3,false,ChatGPT Image 2026年5月20日 18_13_53 (5).png,19,monster_066_chaos.png,assets/images/battle/monsters/monster_066_chaos.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_067,monster_067_light,光耀狼,light,2,false,ChatGPT Image 2026年5月20日 18_15_02 (6).png,0,monster_067_light.png,assets/images/battle/monsters/monster_067_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_068,monster_068_light,光耀狼王,light,3,false,ChatGPT Image 2026年5月20日 18_15_02 (6).png,1,monster_068_light.png,assets/images/battle/monsters/monster_068_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_069,monster_069_light,光耀幼龙,light,3,false,ChatGPT Image 2026年5月20日 18_15_02 (6).png,2,monster_069_light.png,assets/images/battle/monsters/monster_069_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_070,monster_070_light,光耀巨龙,light,4,false,ChatGPT Image 2026年5月20日 18_15_02 (6).png,3,monster_070_light.png,assets/images/battle/monsters/monster_070_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_071,monster_071_light,光耀狐,light,2,false,ChatGPT Image 2026年5月20日 18_15_02 (6).png,4,monster_071_light.png,assets/images/battle/monsters/monster_071_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_072,monster_072_light,光耀妖狐,light,3,false,ChatGPT Image 2026年5月20日 18_15_02 (6).png,5,monster_072_light.png,assets/images/battle/monsters/monster_072_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_073,monster_073_light,光耀战鹰,light,3,false,ChatGPT Image 2026年5月20日 18_15_02 (6).png,6,monster_073_light.png,assets/images/battle/monsters/monster_073_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_074,monster_074_light,光耀圣鹰,light,4,false,ChatGPT Image 2026年5月20日 18_15_02 (6).png,7,monster_074_light.png,assets/images/battle/monsters/monster_074_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_075,monster_075_light,光耀守护者,light,3,false,ChatGPT Image 2026年5月20日 18_15_02 (6).png,8,monster_075_light.png,assets/images/battle/monsters/monster_075_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_076,monster_076_light,光耀巨灵,light,4,false,ChatGPT Image 2026年5月20日 18_15_02 (6).png,9,monster_076_light.png,assets/images/battle/monsters/monster_076_light.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_boss_002,monster_boss_002_fire,烈焰龙,fire,3,true,ChatGPT Image 2026年5月20日 18_15_02 (6).png,10,monster_boss_002_fire.png,assets/images/battle/monsters/monster_boss_002_fire.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_boss_003,monster_boss_003_water,深海海马王,water,4,true,ChatGPT Image 2026年5月20日 18_15_02 (6).png,11,monster_boss_003_water.png,assets/images/battle/monsters/monster_boss_003_water.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_boss_004,monster_boss_004_dark,暗影巨龙,dark,4,true,ChatGPT Image 2026年5月20日 18_15_02 (6).png,12,monster_boss_004_dark.png,assets/images/battle/monsters/monster_boss_004_dark.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_boss_005,monster_boss_005_thunder,雷霆巨兽,thunder,4,true,ChatGPT Image 2026年5月20日 18_15_02 (6).png,13,monster_boss_005_thunder.png,assets/images/battle/monsters/monster_boss_005_thunder.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_boss_006,monster_boss_006_ice,冰霜巨龙,ice,4,true,ChatGPT Image 2026年5月20日 18_15_02 (6).png,14,monster_boss_006_ice.png,assets/images/battle/monsters/monster_boss_006_ice.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
monster_boss_007,monster_boss_007_void,虚空巨龙,void,5,true,ChatGPT Image 2026年5月20日 18_15_02 (6).png,15,monster_boss_007_void.png,assets/images/battle/monsters/monster_boss_007_void.png,awaiting_image2_output,image-2 需输出透明背景单体怪物；reference_not_final 仅作提示参考，不可直接接入。
